event_index,event_title,event_date,related_companies,related_concepts,status,matched_by,matched_value,stock_code,stock_name,trade_date_used,turnover_rate,float_mv,reason
2932,恒指期货夜盘收跌,2026-04-22 03:00:46,,恒生指数|股指期货,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2933,SpaceX债务攀升至230亿美元,2026-04-22 02:56:54,,商业航天|卫星互联网|低轨星座,ok,concept,商业航天,002361,神剑股份,2026-04-17,42.8122,151.7105,
2934,欧盟扩大对伊朗制裁范围,2026-04-22 02:49:39,,地缘政治|航运|能源安全,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2935,伊朗外长称美封锁港口为战争行为,2026-04-22 02:43:47,,航运港口|石油石化|国防军工,ok,concept,国防军工,002361,神剑股份,2026-04-17,42.8122,151.7105,
2936,格陵兰机场炸弹威胁疏散,2026-04-22 02:38:08,,机场航运|安防,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2937,国际原油期货价格大幅上涨,2026-04-22 02:33:45,,石油化工|油气开采|航运港口,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2938,美联储整合储备银行业务条线,2026-04-22 02:31:54,,美联储|金融监管,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2939,原油期货上涨，金银期货下跌,2026-04-22 02:31:26,,期货|原油|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2940,伊朗展示导弹应对美伊停火期限,2026-04-22 02:28:54,,军工|地缘冲突|国防安全,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2941,伊朗处决摩萨德骨干成员,2026-04-22 02:21:57,,地缘政治|军工|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2942,默克HIV新药获FDA批准上市,2026-04-22 02:18:25,默克公司,创新药|HIV防治|FDA批准,ok,concept,创新药,300858,科拓生物,2026-04-17,22.448,49.8159,
2943,普惠公司斥资超1亿美元扩建美国MRO业务,2026-04-22 02:14:25,,大飞机|航空发动机|军工,ok,concept,大飞机,002560,通达股份,2026-04-17,29.974,62.8675,
2944,巴拉圭央行维持利率不变,2026-04-22 02:13:48,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2945,美国扩大对伊朗制裁名单,2026-04-22 02:07:33,,地缘政治|石油石化|航运港口,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2946,德国电信考虑与T-Mobile全面合并,2026-04-22 02:05:13,,通信设备|5G,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2947,苹果CEO库克确认健康并长期任职,2026-04-22 01:38:24,,消费电子|苹果产业链,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2948,美元兑日元汇率上涨,2026-04-22 01:24:35,,人民币贬值受益|出口贸易,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2949,伊朗船只穿越美军封锁,2026-04-22 01:21:21,,航运|油气运输|地缘政治,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2950,金银价格大幅下跌,2026-04-22 01:20:51,,黄金概念|白银概念|贵金属,ok,concept,黄金概念,002132,恒星科技,2026-04-17,13.7756,63.5365,
2951,美联储隔夜逆回购规模降至8.07亿美元,2026-04-22 01:17:03,,美联储|流动性管理|公开市场操作,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2952,乌克兰修复友谊输油管道,2026-04-22 01:14:21,,油气储运|一带一路|中欧班列,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
2953,纳斯达克指数跌幅扩大,2026-04-22 01:12:20,,美股映射|科技股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2954,伊美停火协议午夜到期,2026-04-22 01:08:07,,地缘冲突|黄金|石油石化,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2955,国际原油价格大幅上涨,2026-04-22 01:07:33,,石油化工|油气开采|能源,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2956,美政府TSA员工薪酬资金将耗尽,2026-04-22 01:02:38,,航运机场|国际贸易|人民币汇率,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2957,LME金属期货多数收跌,2026-04-22 00:59:20,,有色金属|期货|大宗商品,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2958,国际贵金属价格大幅下跌,2026-04-22 00:56:15,,黄金概念|白银概念|贵金属,ok,concept,黄金概念,002132,恒星科技,2026-04-17,13.7756,63.5365,
2959,伊朗是否参与巴基斯坦会谈未定,2026-04-22 00:44:54,,一带一路|中字头股票|军工,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
2960,塔吉克斯坦申请亚开行贷款建最大水电站,2026-04-22 00:41:54,,一带一路|水利建设|绿色电力,ok,concept,"一带一路,水利建设,绿色电力",920249,利尔达,2026-04-17,34.5014,14.2373,
2961,美联储主席提名人听证会结束,2026-04-22 00:37:06,,美联储概念|宏观政策,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2962,美联储提名人称通胀改善但需努力,2026-04-22 00:34:16,,美联储概念|人工智能,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
2963,COMEX金银期货价格大幅下跌,2026-04-22 00:29:48,,黄金概念|白银概念|贵金属,ok,concept,黄金概念,002132,恒星科技,2026-04-17,13.7756,63.5365,
2964,美副总统万斯推迟赴伊斯兰堡谈判,2026-04-22 00:21:00,,一带一路|能源安全|地缘政治,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
2965,美联储提名人关注AI对生产力影响,2026-04-22 00:17:34,,人工智能,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
2966,美国防部拟斥资300亿美元增购关键弹药,2026-04-22 00:12:44,,军工|导弹|国防,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2967,意大利财政赤字目标基本符合预期,2026-04-22 00:11:39,,宏观政策,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2968,美联储提名人称特朗普未要求承诺降息,2026-04-22 00:08:18,,美联储|货币政策|宏观,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2969,胡塞武装威胁重返战场,2026-04-22 00:07:01,,航运港口|石油石化|国防军工,ok,concept,国防军工,002361,神剑股份,2026-04-17,42.8122,151.7105,
2970,美联储提名人称通胀源于政府印钞支出过多,2026-04-22 00:01:15,,美联储加息预期|通胀预期|货币政策,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2971,法兴上调2026年油价预测,2026-04-21 23:52:06,,石油石化|油气开采|油服工程,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2972,美军登检涉伊朗油轮,2026-04-21 23:48:26,,石油石化|航运港口|地缘政治,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2973,欧洲股市集体收跌,2026-04-21 23:39:36,,外围市场,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2974,美油升破90美元/桶，地缘冲突风险加剧,2026-04-21 23:38:18,,石油化工|油气开采|航运港口,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2975,美方谈判人员抵巴基斯坦,2026-04-21 23:37:27,,一带一路|中巴经济走廊|军工,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
2976,獐子岛2025年净亏损1076万元,2026-04-21 23:34:46,獐子岛(002069),水产养殖|农林牧渔|ST板块,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2977,獐子岛一季度扭亏为盈,2026-04-21 23:33:52,獐子岛(002069),水产养殖|预制菜|海洋经济,ok,concept,"预制菜,海洋经济",301079,邵阳液压,2026-04-17,29.0947,35.1311,
2978,巴沙外长通话讨论地区局势,2026-04-21 23:30:27,,一带一路|中巴经济走廊,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
2979,布伦特原油价格突破98美元,2026-04-21 23:28:50,,石油石化|油气开采|能源,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2980,荷兰天然气价涨，特朗普言论影响地缘,2026-04-21 23:28:15,,天然气|能源安全|地缘政治,ok,concept,天然气,300164,通源石油,2026-04-17,12.8515,79.1417,
2981,美联储提名人称需把握窗口期降通胀,2026-04-21 23:27:33,,美联储加息|流动性收紧|通胀预期,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2982,欧盟将批准900亿欧元乌克兰贷款,2026-04-21 23:26:54,,一带一路|中欧合作|军工,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
2983,布伦特原油期货大涨2%,2026-04-21 23:25:16,,石油化工|油气开采|航运港口,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2984,WTI原油期货涨幅扩大至2%,2026-04-21 23:24:33,,石油化工|油气开采|航运港口,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2985,伊朗拒绝第二轮谈判直至海上封锁解决,2026-04-21 23:21:15,,航运港口|油气开采|国防军工,ok,concept,国防军工,002361,神剑股份,2026-04-17,42.8122,151.7105,
2986,美联储主席提名人称未受总统干预利率,2026-04-21 23:17:37,,美联储|货币政策|宏观,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2987,美军封锁伊朗港口致28艘船掉头,2026-04-21 23:15:19,,航运港口|油气开采|地缘冲突,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2988,伊朗计划10-12天内重开股市,2026-04-21 23:12:14,,一带一路|人民币国际化|地缘政治,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
2989,美联储提名人称供给侧变化增决策难度,2026-04-21 23:10:52,,美联储加息|全球流动性|宏观政策,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2990,美股三大股指全线转跌,2026-04-21 23:07:08,,美股映射|外围市场,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2991,美政府与洛马签合同开发PAC-3 MSE集成宙斯盾,2026-04-21 23:04:30,洛克希德·马丁,军工|导弹|国防信息化,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2992,商品期市夜盘多数上涨，能源品领涨,2026-04-21 23:03:04,,能源化工|农产品|商品期货,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2993,巴基斯坦等待伊朗出席和平谈判回应,2026-04-21 23:00:57,,一带一路|地缘政治,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
2994,标普500指数盘中转跌,2026-04-21 22:59:07,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2995,美联储主席提名人强调独立性,2026-04-21 22:57:20,,美联储|货币政策|宏观,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2996,美联储候选人呼吁新通胀框架,2026-04-21 22:53:19,,黄金概念|白银概念|有色金属,ok,concept,黄金概念,002132,恒星科技,2026-04-17,13.7756,63.5365,
2997,美联储官员需迅速纠错,2026-04-21 22:51:41,,美联储|货币政策,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2998,美联储提名人讲话致金银价格下挫,2026-04-21 22:50:20,,黄金概念|白银概念|贵金属,ok,concept,黄金概念,002132,恒星科技,2026-04-17,13.7756,63.5365,
2999,美联储提名人谈价格稳定,2026-04-21 22:49:12,,美联储|货币政策,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3000,伊朗战后恢复互联网连接,2026-04-21 22:48:36,,网络安全|通信服务,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3001,美联储提名人表态恪守职责,2026-04-21 22:46:05,,美联储|货币政策|宏观,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3002,欧洲股市盘中跌幅扩大,2026-04-21 22:45:18,,外围市场,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3003,美联储提名人承诺就职前剥离金融资产,2026-04-21 22:44:21,,美联储,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3004,现货白银价格跌破78美元,2026-04-21 22:42:55,,贵金属|有色金属,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3005,美联储提名人质疑美联储公信力,2026-04-21 22:42:31,,美联储加息预期|全球流动性|宏观情绪,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3006,美联储官员批评预测坚持过久,2026-04-21 22:42:01,,美联储|货币政策|宏观预期,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3007,佳都科技递表港交所,2026-04-21 22:41:33,佳都科技,人工智能|智慧城市|计算机应用,ok,company,佳都科技,600728,佳都科技,2026-04-17,1.2241,120.0653,
3008,美联储官员承认政策失误后遗症,2026-04-21 22:39:12,,美联储加息|全球流动性|人民币汇率,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3009,美联储提名人呼吁通胀框架改革,2026-04-21 22:38:32,,美联储加息|货币政策|宏观流动性,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3010,AMD与格方罗德合作开发CPO解决方案,2026-04-21 22:37:36,AMD（美股，事件主体）|格方罗德（合作方，具体上市情况需核实）,CPO（共封装光学）|光通信|硅光技术,ok,concept,光通信,002902,铭普光磁,2026-04-17,29.9372,53.9647,
3011,美联储提名人称生活成本问题紧迫,2026-04-21 22:37:22,,美联储加息预期|通胀预期|宏观流动性,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3012,乌将输油管道与援助方案挂钩,2026-04-21 22:32:36,,油气开采|油气储运|能源安全,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3013,霍尔木兹海峡航运停滞推高油价,2026-04-21 22:31:09,,石油石化|航运|能源,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3014,乌克兰友谊管道修复完成可恢复运营,2026-04-21 22:29:19,,油气开采|油气储运|一带一路,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
3015,中概股龙头指数跌幅扩大,2026-04-21 22:26:29,华普集团|哔哩哔哩|世纪互联,中概股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3016,美联储主席提名听证会开始,2026-04-21 22:26:25,,美联储概念|货币政策|宏观事件,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3017,力源信息旗下芯源半导体全系产品调价,2026-04-21 22:26:19,力源信息|武汉芯源半导体,半导体|芯片|国产替代,ok,company,"力源信息,武汉芯源半导体",300184,力源信息,2026-04-17,17.655,133.1207,
3018,奥地利电信维持本财年营收增长预期,2026-04-21 22:25:52,,通信服务|海外业务,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3019,纳斯达克指数盘中创新高,2026-04-21 22:18:53,,美股映射,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3020,马士基建议避开霍尔木兹海峡,2026-04-21 22:17:02,,航运港口|油气开采|物流,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3021,天益医疗因违规生产被罚没,2026-04-21 22:16:03,天益医疗,医疗器械|医药监管|行政处罚,ok,company,天益医疗,301097,天益医疗,2026-04-17,3.3658,17.1507,
3022,卡塔尔推动霍尔木兹海峡复航,2026-04-21 22:10:22,,航运|石油石化|一带一路,ok,concept,一带一路,920249,利尔达,2026-04-17,34.5014,14.2373,
3023,公司研发800G光模块连接器并部署算力,2026-04-21 22:10:22,,CPO概念|算力概念|存储芯片,ok,concept,"CPO概念,存储芯片",920249,利尔达,2026-04-17,34.5014,14.2373,
3024,Anthropic向欧洲银行开放AI模型,2026-04-21 22:08:34,,人工智能|金融科技|大模型,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
3025,肯德基部分酱料收费以避免浪费,2026-04-21 22:07:46,百胜中国 (YUMC),餐饮连锁|消费服务|食品饮料,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3026,UPS与联邦快递申请关税退款,2026-04-21 22:07:37,,物流|跨境电商|关税减免,ok,concept,跨境电商,002902,铭普光磁,2026-04-17,29.9372,53.9647,
3027,美能源部长称汽油价格已达峰值,2026-04-21 22:04:56,,石油化工|交通运输,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3028,高盛维持铜价预测与供应过剩预期,2026-04-21 22:04:04,,有色金属|铜|大宗商品,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3029,美国2月商业库存增速超预期,2026-04-21 22:00:42,,宏观经济,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3030,美国3月二手房签约量超预期增长,2026-04-21 22:00:23,,房地产|宏观经济,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3031,汇丰上调英特尔评级至买入,2026-04-21 21:57:38,英特尔(INTC),半导体|芯片|人工智能,ok,concept,"芯片,人工智能",002771,真视通,2026-04-17,44.1472,32.3201,
3032,等权重标普500指数上涨0.6%,2026-04-21 21:55:48,,美股|指数,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3033,法拉利首款纯电车型定价曝光,2026-04-21 21:54:54,,新能源汽车|汽车零部件|锂电池,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3034,美股半导体股多数走强,2026-04-21 21:54:52,,半导体|芯片,ok,concept,芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
3035,多家公司发布一季度业绩预告/报告,2026-04-21 21:54:23,紫金矿业|中国卫星|昇兴股份,业绩预增|业绩预亏|一季报,ok,company,"紫金矿业,中国卫星,昇兴股份",002752,昇兴股份,2026-04-17,1.6032,60.4827,
3036,中国驻美大使呼吁中美经贸科技合作回归理性,2026-04-21 21:53:29,,中美关系|国际贸易|科技合作,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3037,AI算力与存储需求共振，载板供给偏紧,2026-04-21 21:51:41,,AI算力|存储芯片|载板,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
3038,纳斯达克中国金龙指数跌幅扩大,2026-04-21 21:50:47,,中概股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3039,特朗普称停火后将继续轰炸伊朗,2026-04-21 21:49:42,,地缘政治风险|军工|石油石化,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3040,石油贸易商警告战争需求破坏加深,2026-04-21 21:48:03,,石油石化|航运|能源安全,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3041,巴基斯坦外长敦促美伊延长停火,2026-04-21 21:42:07,,地缘政治|军工|能源安全,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3042,国务院发布服务业及AI+行动目标,2026-04-21 21:41:56,,人工智能|算力|服务业,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
3043,高盛CEO警示美国衰退风险受社交媒体影响,2026-04-21 21:41:16,,地缘政治风险|宏观经济风险,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3044,南非主要股指下跌1%,2026-04-21 21:38:46,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3045,费城半导体指数涨幅扩大,2026-04-21 21:38:37,,半导体|芯片,ok,concept,芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
3046,美股光通信概念股盘初上涨,2026-04-21 21:36:47,,光通信|CPO|硅光技术,ok,concept,光通信,002902,铭普光磁,2026-04-17,29.9372,53.9647,
3047,联合健康集团股价飙升,2026-04-21 21:33:58,联合健康集团（美股）,医疗服务|健康保险,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3048,中概股龙头指数盘初微跌,2026-04-21 21:31:26,,中概股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3049,OpenAI推出Codex Labs，周活用户快速增长,2026-04-21 21:30:57,,人工智能|AIGC|软件开发,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
3050,美股纳指小幅高开,2026-04-21 21:30:41,,美股映射|科技股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3051,特斯拉车机语音大模型完成备案,2026-04-21 21:25:08,特斯拉（上海）有限公司,人工智能|智能驾驶|车联网,ok,concept,"人工智能,车联网",002771,真视通,2026-04-17,44.1472,32.3201,
3052,英维克Q1净利率低因汇损及回款慢,2026-04-21 21:24:39,英维克,数据中心|温控设备|储能,ok,concept,"数据中心,储能",002771,真视通,2026-04-17,44.1472,32.3201,
3053,中国卫星一季度净亏损扩大,2026-04-21 21:22:59,中国卫星,卫星互联网|航天军工|央企改革,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3054,英特尔提出智能体PC概念,2026-04-21 21:21:04,英特尔(INTC),AI PC|边缘计算|人工智能,ok,concept,"边缘计算,人工智能",002771,真视通,2026-04-17,44.1472,32.3201,
3055,美银预测夏季末天然气库存将高于五年均值,2026-04-21 21:19:08,,天然气|能源|周期资源,ok,concept,天然气,300164,通源石油,2026-04-17,12.8515,79.1417,
3056,胜宏科技H股在港交所挂牌上市,2026-04-21 21:19:00,胜宏科技(300476),PCB|消费电子|汽车电子,ok,concept,汽车电子,920249,利尔达,2026-04-17,34.5014,14.2373,
3057,美银下调全年天然气价格预测,2026-04-21 21:18:24,,天然气|能源|周期行业,ok,concept,天然气,300164,通源石油,2026-04-17,12.8515,79.1417,
3058,微牛宣布1亿美元股票回购计划,2026-04-21 21:17:12,微牛,股票回购|中概股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3059,药石科技一季度净利润同比增36.59%,2026-04-21 21:13:45,药石科技,CXO|创新药|医药研发,ok,company,药石科技,300725,药石科技,2026-04-17,2.6363,77.1529,
3060,特朗普要求欧洲理顺移民能源问题,2026-04-21 21:12:27,,地缘政治|国际贸易,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3061,特朗普称沙特助美解决霍尔木兹海峡问题,2026-04-21 21:11:57,,地缘政治|航运|石油石化,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3062,俄乌边境建立安全区,2026-04-21 21:10:00,,地缘冲突|军工|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3063,C大普微通过Nvidia、xAI测试导入,2026-04-21 21:07:34,C大普微|Nvidia|xAI,AI算力|存储芯片|英伟达概念,ok,concept,"存储芯片,英伟达概念",920249,利尔达,2026-04-17,34.5014,14.2373,
3064,特朗普考虑与阿联酋货币互换,2026-04-21 21:07:14,,人民币国际化|跨境支付|数字货币,ok,concept,数字货币,300166,东方国信,2026-04-17,18.275,150.9025,
3065,加拿大皇家银行下调力拓目标股价,2026-04-21 21:06:21,力拓（Rio Tinto，非A股）,有色金属|矿业开采,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3066,特朗普反对航空业合并,2026-04-21 21:05:15,美国航空|美联航|精神航空,航空运输|并购重组,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3067,翔丰华拟定增募资6亿投建负极材料项目,2026-04-21 21:05:12,翔丰华,锂电池|负极材料|定增募资,ok,company,翔丰华,300890,翔丰华,2026-04-17,6.2358,35.9364,
3068,商品期货夜盘涨跌不一,2026-04-21 21:00:03,,期货|化工|农产品,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3069,ST岭南因涉嫌违法转包被立案调查,2026-04-21 21:00:01,ST岭南,ST板块|建筑装饰|工程承包,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3070,万科A中期票据到期兑付本息,2026-04-21 20:58:44,万科A,房地产|债券兑付,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3071,特朗普批评最高法院关税裁决,2026-04-21 20:58:11,,贸易摩擦|关税|中美关系,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3072,特朗普表态支持加息但主张美国保持最低利率,2026-04-21 20:56:52,,美联储加息|货币政策|宏观预期,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3073,B-21轰炸机生产协议达成,2026-04-21 20:56:30,诺斯罗普·格鲁曼公司（美股）,大飞机|军工|高端装备,ok,concept,"大飞机,高端装备",002361,神剑股份,2026-04-17,42.8122,151.7105,
3074,兴通股份一季度净利润大增51%,2026-04-21 20:56:17,兴通股份,航运港口|业绩预增|周期股,ok,company,兴通股份,603209,兴通股份,2026-04-17,1.5467,46.552,
3075,稳健医疗一季度净利润微增1.18%,2026-04-21 20:54:21,稳健医疗(300888),医疗器械|医用敷料|健康防护,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3076,格林美2025年净利润大增54.87%,2026-04-21 20:53:47,格林美,动力电池回收|三元前驱体|循环经济,ok,company,格林美,002340,格林美,2026-04-17,3.8429,430.9235,
3077,广西发布山洪灾害橙色预警,2026-04-21 20:53:17,,水利建设|应急管理,ok,concept,水利建设,301079,邵阳液压,2026-04-17,29.0947,35.1311,
3078,特朗普与AI公司ANTHROPIC会谈或达成协议,2026-04-21 20:53:01,,人工智能|算力|国产替代,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
3079,特朗普赞扬他国购买美国石油,2026-04-21 20:50:40,,石油贸易|能源,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3080,亿联网络一季度净利润同比增长16.68%,2026-04-21 20:50:40,亿联网络,统一通信|SIP话机|云办公,ok,company,亿联网络,300628,亿联网络,2026-04-17,0.8507,258.8562,
3081,中科创达2025年净利润同比增长10.47%,2026-04-21 20:50:34,中科创达,智能汽车|物联网|人工智能,ok,company,中科创达,300496,中科创达,2026-04-17,2.3211,226.1121,
3082,股东贵人资本拟减持不超2%股份,2026-04-21 20:46:41,唯捷创芯(688153),半导体|射频前端|芯片设计,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3083,特朗普施压美联储降息,2026-04-21 20:46:02,,美联储降息预期|黄金|有色金属,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3084,纽约期银价格日内下跌2%,2026-04-21 20:45:56,,贵金属|有色金属|期货概念,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3085,科拓生物拟1亿-1.5亿元回购股份,2026-04-21 20:45:36,科拓生物(300858),股份回购|股权激励|生物制品,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
3086,宁德时代凝聚态电池完成航空首飞并计划车用,2026-04-21 20:44:45,宁德时代,固态电池|钠离子电池|动力电池回收,ok,concept,"固态电池,动力电池回收",002866,传艺科技,2026-04-17,24.3462,47.822,
3087,杭电股份Q1净利同比增280%,2026-04-21 20:44:02,杭电股份|永特信息,光纤光缆|5G|通信设备,ok,company,"杭电股份,永特信息",603618,杭电股份,2026-04-17,14.8968,166.7598,
3088,特朗普批评美联储大楼翻修成本超支,2026-04-21 20:43:34,,美联储概念,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
